n_sequences,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,rf_length_distance
161.41619757747887,0.5736933319712869,0.2812027266890504,0.0011830061498459574,0.007098794744830339,12.656761651671369,14.970056491264204,304.6903857406133
169.24663051932555,0.20657884513255032,0.5195213694042088,0.0020206781736962784,0.0035778523657493512,15.558426002727726,17.255413790273103,322.7584714755829
169.01041888900556,0.7515382249321512,0.4015563205408507,0.020430782415103398,0.025630168318858434,3.3824612209676386,4.109989675375821,324.74803538528147
170.51613631347524,0.5570682930942039,0.3143826315349112,0.00839657515772936,0.010221238156785098,3.003639909571176,3.7321187267590905,332.5845817253278
168.13050893751043,0.8757422297094146,0.30246992757195706,0.012148029711952286,0.01488575313708205,4.502140302856648,5.844728889907646,322.26517356259143
173.9439204705793,0.6357687562412326,0.034246878288508455,0.011450172469465772,0.022357182120577142,2.1122412950196807,2.677236638254964,330.77581516582586
183.21350014822792,1.1725924565184829,0.19301507573661153,0.012445156582901556,0.01643842350632051,2.749224734176035,3.3127761890949396,352.87243182365944
184.34466707337583,0.5277809465499976,0.5667826779301806,0.0077937983466069526,0.009354401277324145,2.618105896929685,3.424802679325205,354.18309215766806
183.47749958516383,1.0602374656065374,-0.034296217719850045,0.02664051810278298,0.026552696047474157,3.091121340172253,3.795538997144729,351.82061687294134
172.21153860777318,0.70287253896792,0.5354107906596152,0.006934707643370958,0.009115794660722036,3.879406924397393,4.672372164441674,330.84952089343335
174.03233875838234,0.8261403122979563,0.010991205875918729,0.010195276607661398,0.031143709382079554,3.135147433392756,3.741217001458667,329.12875775106147
167.7775683234769,0.5159848866580348,0.6197656464848823,0.00020749656013965882,0.005213812556213622,2.978622585184423,3.8460236227849647,311.30303962299524
185.26248027726803,0.8180817872491115,0.10814272398299953,0.0037934788797997694,0.005995323718731643,4.925435017067904,6.531376791873084,356.0757336876103
169.7060363913043,0.8038281645716092,0.13574961726486603,0.004616907451963833,0.007578483601078346,25.784891089661084,30.151911909512105,326.4985422302211
